"Área de referencia","Fuente","Actividad económica","Año","Mujeres","Hombres"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2025","39.4","41"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","P. Enseñanza","2025","36.5","37.9"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Q. Actividades de atención de la salud humana y de asistencia social","2025","35.2","38.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","R. Actividades artísticas, de entretenimiento y recreativas","2025","33","31.5"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","S. Otras actividades de servicios","2025","26.8","36.5"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2025","31.7","37.5"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","U. Actividades de organizaciones y órganos extraterritoriales","2025","33.1","44.4"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","A. Agricultura; ganadería; silvicultura y pesca","2023","39.1","41.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","B. Explotación de minas y canteras","2023",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","C. Industrias manufactureras","2023","43.4","42.6"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2023",,"40.5"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2023",,"43.3"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","F. Construcción","2023","38.6","42.6"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2023","45.3","43.7"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","H. Transporte y almacenamiento","2023","39.7","52"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","J. Información y comunicaciones","2023","38.7","40.3"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","K. Actividades financieras y de seguros","2023","40.5","40"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","L. Actividades inmobiliarias","2023",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2023","39.8","39.6"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2023","37.2","46.7"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2023","38.4","41.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","P. Enseñanza","2023","37.8","40.4"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Q. Actividades de atención de la salud humana y de asistencia social","2023","43","39.7"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","R. Actividades artísticas, de entretenimiento y recreativas","2023","40.2","43.8"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","S. Otras actividades de servicios","2023","45.1","44.3"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2023","37.1","32.9"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","U. Actividades de organizaciones y órganos extraterritoriales","2023","39.5","45.1"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","A. Agricultura; ganadería; silvicultura y pesca","2024","29.3","41"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","B. Explotación de minas y canteras","2024",,"47.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","C. Industrias manufactureras","2024","34.7","49.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","47.4","46.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","37","47"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","F. Construcción","2024","41","45.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","43.3","51.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","H. Transporte y almacenamiento","2024","40.5","56"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","J. Información y comunicaciones","2024","45.5","44.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","K. Actividades financieras y de seguros","2024","44.7","47.4"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","L. Actividades inmobiliarias","2024","37.2","45.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","M. Actividades profesionales, científicas y técnicas","2024","37.9","37.4"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","N. Actividades de servicios administrativos y de apoyo","2024","37.8","58.9"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","44.6","56"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","P. Enseñanza","2024","28.2","30.5"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Q. Actividades de atención de la salud humana y de asistencia social","2024","41.4","46.1"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","R. Actividades artísticas, de entretenimiento y recreativas","2024","34.5","39.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","S. Otras actividades de servicios","2024","25.3","41.1"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","32.8","34.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","U. Actividades de organizaciones y órganos extraterritoriales","2024",,
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","A. Agricultura; ganadería; silvicultura y pesca","2019","32.9","44.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","B. Explotación de minas y canteras","2019","58.4","67"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","C. Industrias manufactureras","2019","39.8","45.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2019","46.1","46.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2019","38.7","40.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","F. Construcción","2019","44.1","44"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2019","48.3","49.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","H. Transporte y almacenamiento","2019","43.9","52.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","J. Información y comunicaciones","2019","40.4","40.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","K. Actividades financieras y de seguros","2019","37.7","40.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","L. Actividades inmobiliarias","2019","33.2","41.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2019","39.9","42.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2019","43.1","48.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2019","40.2","45.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","P. Enseñanza","2019","36.4","36.3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Q. Actividades de atención de la salud humana y de asistencia social","2019","42.8","45.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","R. Actividades artísticas, de entretenimiento y recreativas","2019","48.8","33.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","S. Otras actividades de servicios","2019","40.2","45.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2019","29.7","31.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","U. Actividades de organizaciones y órganos extraterritoriales","2019","38.8",
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","X. No clasificados en otra parte","2019","39","45.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","A. Agricultura; ganadería; silvicultura y pesca","2025","26","36.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","B. Explotación de minas y canteras","2025",,"38.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","C. Industrias manufactureras","2025","36.9","48.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","D. Suministro de electricidad, gas; vapor y aire acondicionado","2025","52.5","47.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2025","26","48.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","F. Construcción","2025","42.8","45"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2025","52.9","51.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","H. Transporte y almacenamiento","2025","44.9","54.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","J. Información y comunicaciones","2025","47.6","49.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","K. Actividades financieras y de seguros","2025","46.3","51.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","L. Actividades inmobiliarias","2025",,"47.1"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","M. Actividades profesionales, científicas y técnicas","2025","39.4","44.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","N. Actividades de servicios administrativos y de apoyo","2025","39.8","61.1"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2025","43.3","52.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","P. Enseñanza","2025","31.5","37.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Q. Actividades de atención de la salud humana y de asistencia social","2025","42.9","41.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","R. Actividades artísticas, de entretenimiento y recreativas","2025","40.2","38.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","S. Otras actividades de servicios","2025","28.4","41.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2025","40","42.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","U. Actividades de organizaciones y órganos extraterritoriales","2025","37","45.2"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","A. Agricultura; ganadería; silvicultura y pesca","2023","35.1","43.2"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","B. Explotación de minas y canteras","2023","41","43.3"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","C. Industrias manufactureras","2023","39.9","45.4"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2023","41.5","44.8"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2023","43.7","47.1"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","F. Construcción","2023","40.5","42.5"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2023","41.4","41.9"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","H. Transporte y almacenamiento","2023","41.1","43.5"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","J. Información y comunicaciones","2023","42.8","44.9"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","L. Actividades inmobiliarias","2023",,"44.8"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2023","40","42.1"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2023","44.7","42.7"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","P. Enseñanza","2023","40",
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","X. No clasificados en otra parte","2023","43.6","45.7"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","A. Agricultura; ganadería; silvicultura y pesca","2024","34.3","39.8"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","B. Explotación de minas y canteras","2024",,
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","C. Industrias manufactureras","2024","39.6","41.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","40","40.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","40","43.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","F. Construcción","2024","38.2","41.5"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","41","41.5"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","H. Transporte y almacenamiento","2024","40","43.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","J. Información y comunicaciones","2024","38.3","38.6"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","K. Actividades financieras y de seguros","2024","40.6","40"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","L. Actividades inmobiliarias","2024","38.5","44.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2024","39.7","38.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2024","40.7","40.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","40.1","40.5"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","P. Enseñanza","2024","39.2","37.8"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Q. Actividades de atención de la salud humana y de asistencia social","2024","40.2","39.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","R. Actividades artísticas, de entretenimiento y recreativas","2024","37.3","39.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","S. Otras actividades de servicios","2024","39","40.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","37.9","33.8"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","U. Actividades de organizaciones y órganos extraterritoriales","2024","40",
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","X. No clasificados en otra parte","2024",,
"México","EFT - Encuesta Nacional de Ocupación y Empleo","A. Agricultura; ganadería; silvicultura y pesca","2024","32.7","39.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","B. Explotación de minas y canteras","2024","38.5","51.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","C. Industrias manufactureras","2024","39.7","46.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","41.8","46.6"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","36","43.7"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","F. Construcción","2024","43.5","44.7"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","42.1","48.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","H. Transporte y almacenamiento","2024","44.5","54.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","J. Información y comunicaciones","2024","42.1","44.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","K. Actividades financieras y de seguros","2024","41.9","43.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","L. Actividades inmobiliarias","2024","34.8","40.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","M. Actividades profesionales, científicas y técnicas","2024","39","44.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","N. Actividades de servicios administrativos y de apoyo","2024","35.8","48.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","41.4","48.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","P. Enseñanza","2024","31.9","33.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Q. Actividades de atención de la salud humana y de asistencia social","2024","38.7","40.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","R. Actividades artísticas, de entretenimiento y recreativas","2024","35.5","32.7"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","S. Otras actividades de servicios","2024","32.4","42"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","30.1","41.7"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","U. Actividades de organizaciones y órganos extraterritoriales","2024","39.1","43.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","X. No clasificados en otra parte","2024","31.2","41"
"Panamá","EFT - Encuesta de Mercado Laboral","A. Agricultura; ganadería; silvicultura y pesca","2024","18.8","28.3"
"Panamá","EFT - Encuesta de Mercado Laboral","B. Explotación de minas y canteras","2024","44.1","45.2"
"Panamá","EFT - Encuesta de Mercado Laboral","C. Industrias manufactureras","2024","26.9","40.4"
"Panamá","EFT - Encuesta de Mercado Laboral","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","38.1","44.8"
"Panamá","EFT - Encuesta de Mercado Laboral","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","41.1","40.4"
"Panamá","EFT - Encuesta de Mercado Laboral","F. Construcción","2024","41.5","37.7"
"Panamá","EFT - Encuesta de Mercado Laboral","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","37.2","41.9"
"Panamá","EFT - Encuesta de Mercado Laboral","H. Transporte y almacenamiento","2024","38.3","42.4"
"Panamá","EFT - Encuesta de Mercado Laboral","J. Información y comunicaciones","2024","41.4","43.7"
"Panamá","EFT - Encuesta de Mercado Laboral","K. Actividades financieras y de seguros","2024","42.7","43.8"
"Panamá","EFT - Encuesta de Mercado Laboral","L. Actividades inmobiliarias","2024","36.5","42.2"
"Panamá","EFT - Encuesta de Mercado Laboral","M. Actividades profesionales, científicas y técnicas","2024","34.8","35.3"
"Panamá","EFT - Encuesta de Mercado Laboral","N. Actividades de servicios administrativos y de apoyo","2024","35.3","30.8"
"Panamá","EFT - Encuesta de Mercado Laboral","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","41.4","42.9"
"Panamá","EFT - Encuesta de Mercado Laboral","P. Enseñanza","2024","38.3","37.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Q. Actividades de atención de la salud humana y de asistencia social","2024","41.5","42.7"
"Panamá","EFT - Encuesta de Mercado Laboral","R. Actividades artísticas, de entretenimiento y recreativas","2024","31.3","34.9"
"Panamá","EFT - Encuesta de Mercado Laboral","S. Otras actividades de servicios","2024","28.2","32.2"
"Panamá","EFT - Encuesta de Mercado Laboral","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","33.4","32.4"
"Panamá","EFT - Encuesta de Mercado Laboral","U. Actividades de organizaciones y órganos extraterritoriales","2024",,
"Panamá","EFT - Encuesta de Mercado Laboral","X. No clasificados en otra parte","2024",,
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","A. Agricultura; ganadería; silvicultura y pesca","2025","28.4","36.1"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","B. Explotación de minas y canteras","2025","47.1","54.3"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","C. Industrias manufactureras","2025","34.7","44.8"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","D. Suministro de electricidad, gas; vapor y aire acondicionado","2025","43.3","42.5"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2025","29.5","39.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","F. Construcción","2025","40.8","41.8"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2025","43.4","45.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","H. Transporte y almacenamiento","2025","42.8","51.2"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","J. Información y comunicaciones","2025","39.7","42.3"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","K. Actividades financieras y de seguros","2025","42.2","43.2"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","L. Actividades inmobiliarias","2025","37.6","41.4"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","M. Actividades profesionales, científicas y técnicas","2025","35.6","37.1"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","N. Actividades de servicios administrativos y de apoyo","2025","36.1","49.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2025","41.1","45.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","P. Enseñanza","2025","31.4","32.2"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Q. Actividades de atención de la salud humana y de asistencia social","2025","37.1","40.3"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","R. Actividades artísticas, de entretenimiento y recreativas","2025","29.3","28"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","S. Otras actividades de servicios","2025","31.3","41.9"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2025","37.1","35.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","U. Actividades de organizaciones y órganos extraterritoriales","2025",,
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","A. Agricultura; ganadería; silvicultura y pesca","2024","32.6","37.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","B. Explotación de minas y canteras","2024",,"41.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","C. Industrias manufactureras","2024","39.2","45.3"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","36.4","46.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","36.1","45.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","F. Construcción","2024","42.1","43.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","44.3","47.5"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","H. Transporte y almacenamiento","2024","43","49.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","J. Información y comunicaciones","2024","43.2","44.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","K. Actividades financieras y de seguros","2024","43.9","45.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","L. Actividades inmobiliarias","2024","44.5","51.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","M. Actividades profesionales, científicas y técnicas","2024","39.8","41.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","N. Actividades de servicios administrativos y de apoyo","2024","45.2","53.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","42.7","49.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","P. Enseñanza","2024","33.9","37.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Q. Actividades de atención de la salud humana y de asistencia social","2024","41.1","43.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","R. Actividades artísticas, de entretenimiento y recreativas","2024","36.6","39.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","S. Otras actividades de servicios","2024","32","45.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","38.9","43.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","U. Actividades de organizaciones y órganos extraterritoriales","2024",,
"Uruguay","EFT - Encuesta Continua de Hogares","A. Agricultura; ganadería; silvicultura y pesca","2024","37.4","43.6"
"Uruguay","EFT - Encuesta Continua de Hogares","B. Explotación de minas y canteras","2024","49","44.8"
"Uruguay","EFT - Encuesta Continua de Hogares","C. Industrias manufactureras","2024","35.8","41.6"
"Uruguay","EFT - Encuesta Continua de Hogares","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","35","40"
"Uruguay","EFT - Encuesta Continua de Hogares","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","33.4","38.9"
"Uruguay","EFT - Encuesta Continua de Hogares","F. Construcción","2024","36.9","37.4"
"Uruguay","EFT - Encuesta Continua de Hogares","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","39.7","41.5"
"Uruguay","EFT - Encuesta Continua de Hogares","H. Transporte y almacenamiento","2024","36.9","45.3"
"Uruguay","EFT - Encuesta Continua de Hogares","J. Información y comunicaciones","2024","36.1","38.3"
"Uruguay","EFT - Encuesta Continua de Hogares","K. Actividades financieras y de seguros","2024","35.3","37"
"Uruguay","EFT - Encuesta Continua de Hogares","L. Actividades inmobiliarias","2024","36.9","38.7"
"Uruguay","EFT - Encuesta Continua de Hogares","M. Actividades profesionales, científicas y técnicas","2024","34.2","37.7"
"Uruguay","EFT - Encuesta Continua de Hogares","N. Actividades de servicios administrativos y de apoyo","2024","26.8","32.6"
"Uruguay","EFT - Encuesta Continua de Hogares","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","34.8","41.7"
"Uruguay","EFT - Encuesta Continua de Hogares","P. Enseñanza","2024","28.5","29.4"
"Uruguay","EFT - Encuesta Continua de Hogares","Q. Actividades de atención de la salud humana y de asistencia social","2024","33.3","35.4"
"Uruguay","EFT - Encuesta Continua de Hogares","R. Actividades artísticas, de entretenimiento y recreativas","2024","31.2","33.2"
"Uruguay","EFT - Encuesta Continua de Hogares","S. Otras actividades de servicios","2024","27.6","33.9"
"Uruguay","EFT - Encuesta Continua de Hogares","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","25.1","39.3"
"Uruguay","EFT - Encuesta Continua de Hogares","U. Actividades de organizaciones y órganos extraterritoriales","2024","34.8","38.6"
