"Área de referencia","Fuente","Tipo de hogar","Presencia de niños menores de 6 años","Año","Mujeres","Hombres"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Una persona","Presencia de niños menores de 6 años: No","2024","37","48.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","34.6","51"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","34.6","51"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","35","51.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","33.5","51.5"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","36.2","51.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Padre solo","Presencia de niños menores de 6 años: Total","2024","38.7","50.1"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Padre solo","Presencia de niños menores de 6 años: Si","2024","38.1","52.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Padre solo","Presencia de niños menores de 6 años: No","2024","39","49.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Familia extendida","Presencia de niños menores de 6 años: Total","2024","39.9","50.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Familia extendida","Presencia de niños menores de 6 años: Si","2024","39.6","50.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Familia extendida","Presencia de niños menores de 6 años: No","2024","40.1","49.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Número de niños menores de 6 años: Total","2024","37.6","51"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Número de niños menores de 6 años: 0","2024","38","50.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Número de niños menores de 6 años: 1","2024","37.1","51"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Número de niños menores de 6 años: 2","2024","37.6","51.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Número de niños menores de 6 años: 3+","2024","34.5","51.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Una persona","Número de niños menores de 6 años: Total","2024","37","48.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Una persona","Número de niños menores de 6 años: 0","2024","37","48.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","34.6","51"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","34.6","51"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja con hijos","Número de niños menores de 6 años: Total","2024","35","51.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja con hijos","Número de niños menores de 6 años: 0","2024","36.2","51.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja con hijos","Número de niños menores de 6 años: 1","2024","33.6","51"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja con hijos","Número de niños menores de 6 años: 2","2024","32.5","53"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Pareja con hijos","Número de niños menores de 6 años: 3+","2024","37.1","49.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Padre solo","Número de niños menores de 6 años: Total","2024","38.7","50.1"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Padre solo","Número de niños menores de 6 años: 0","2024","39","49.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Padre solo","Número de niños menores de 6 años: 1","2024","40.7","52.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Padre solo","Número de niños menores de 6 años: 2","2024","29",
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Padre solo","Número de niños menores de 6 años: 3+","2024",,
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Familia extendida","Número de niños menores de 6 años: Total","2024","39.9","50.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Familia extendida","Número de niños menores de 6 años: 0","2024","40.1","49.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Familia extendida","Número de niños menores de 6 años: 1","2024","39.3","50.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Familia extendida","Número de niños menores de 6 años: 2","2024","43.2","49.5"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Familia extendida","Número de niños menores de 6 años: 3+","2024","34.2","53"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: Total","2019","39.2","46"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: Si","2019","39.2","46.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: No","2019","39.1","45.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Presencia de niños menores de 6 años: Total","2019","38.3","44.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Presencia de niños menores de 6 años: No","2019","38.3","44.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2019","40.1","45.3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja sin hijos","Presencia de niños menores de 6 años: No","2019","40.1","45.3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: Total","2019","37.7","46.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: Si","2019","35.9","47"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: No","2019","38.9","46.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: Total","2019","38.7","44.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: Si","2019","40","47.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: No","2019","38.4","43.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: Total","2019","40.4","45.7"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: Si","2019","41.1","46.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: No","2019","39.6","44.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: Total","2019","39.2","46"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 0","2019","39.1","45.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 1","2019","39.7","46"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 2","2019","38.1","49.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 3+","2019","38","47.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Número de niños menores de 6 años: Total","2019","38.3","44.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Número de niños menores de 6 años: 0","2019","38.3","44.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja sin hijos","Número de niños menores de 6 años: Total","2019","40.1","45.3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja sin hijos","Número de niños menores de 6 años: 0","2019","40.1","45.3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: Total","2019","37.7","46.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 0","2019","38.9","46.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 1","2019","36.3","46.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 2","2019","34.4","49.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 3+","2019","35.3","48.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: Total","2019","38.7","44.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 0","2019","38.4","43.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 1","2019","39.2","43.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 2","2019","44",
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 3+","2019",,
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: Total","2019","40.3","45.7"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 0","2019","39.6","44.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 1","2019","41.8","45.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 2","2019","39.9","49.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 3+","2019","38.5","46.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Presencia de niños menores de 6 años: Total","2024","43","46.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Presencia de niños menores de 6 años: Si","2024","41.3","46.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Presencia de niños menores de 6 años: No","2024","43.9","46.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Una persona","Presencia de niños menores de 6 años: Total","2024","38.1","42.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Una persona","Presencia de niños menores de 6 años: No","2024","38.1","42.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","45.1","49.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","45.1","49.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","42.6","47"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","43.3","47.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","42.3","46.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Padre solo","Presencia de niños menores de 6 años: Total","2024","42.8","47.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Padre solo","Presencia de niños menores de 6 años: Si","2024","36.1","49.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Padre solo","Presencia de niños menores de 6 años: No","2024","44.8","47.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Familia extendida","Presencia de niños menores de 6 años: Total","2024","43.5","46.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Familia extendida","Presencia de niños menores de 6 años: Si","2024","41.4","46.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Familia extendida","Presencia de niños menores de 6 años: No","2024","45.1","46.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: Total","2024","43","46.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: 0","2024","43.9","46.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: 1","2024","41","47.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: 2","2024","40.7","46.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: 3+","2024","51.4","39.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Una persona","Número de niños menores de 6 años: Total","2024","38.1","42.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Una persona","Número de niños menores de 6 años: 0","2024","38.1","42.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","45.1","49.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","45.1","49.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: Total","2024","42.6","47"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: 0","2024","42.3","46.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: 1","2024","43.1","47.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: 2","2024","44.8","47.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: 3+","2024",,"42.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: Total","2024","42.8","47.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: 0","2024","44.8","47.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: 1","2024","36.3","49.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: 2","2024","36.4","0"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: 3+","2024",,
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: Total","2024","43.5","46.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: 0","2024","45.1","46.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: 1","2024","40.9","47.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: 2","2024","40.6","43.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: 3+","2024","52.9","38.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: Total","2024","39.8","40.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: Si","2024","38.8","40.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: No","2024","40.1","40.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Presencia de niños menores de 6 años: Total","2024","41","40.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Presencia de niños menores de 6 años: No","2024","41","40.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","39.6","39.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","39.6","39.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","39.8","39.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","40.4","39.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","39.6","39.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: Total","2024","40.3","40.7"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: Si","2024","40","40.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: No","2024","40.4","40.9"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: Total","2024","39.3","41.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: Si","2024","37.8","41.5"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: No","2024","40.1","41.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: Total","2024","39.8","40.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 0","2024","40.1","40.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 1","2024","38.4","39.8"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 2","2024","40.2","42.5"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 3+","2024",,
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Número de niños menores de 6 años: Total","2024","41","40.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Número de niños menores de 6 años: 0","2024","41","40.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","39.6","39.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","39.6","39.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: Total","2024","39.8","39.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 0","2024","39.6","39.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 1","2024","39.1","38.5"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 2","2024","48.7","43.8"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: Total","2024","40.3","40.7"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 0","2024","40.4","40.9"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 1","2024","40","40.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 2","2024","40",
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: Total","2024","39.3","41.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 0","2024","40.1","41.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 1","2024","37.5","41.5"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 2","2024","38.6","41.6"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 3+","2024",,
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Presencia de niños menores de 6 años: Total","2025","36.8","45.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Presencia de niños menores de 6 años: Si","2025","35.5","45.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Presencia de niños menores de 6 años: No","2025","37.2","45.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Una persona","Presencia de niños menores de 6 años: Total","2025","38.6","44"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Una persona","Presencia de niños menores de 6 años: No","2025","38.6","44"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2025","37.4","43.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja sin hijos","Presencia de niños menores de 6 años: No","2025","37.4","43.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja con hijos","Presencia de niños menores de 6 años: Total","2025","34.4","45.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja con hijos","Presencia de niños menores de 6 años: Si","2025","32.7","45.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja con hijos","Presencia de niños menores de 6 años: No","2025","34.9","45.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Padre solo","Presencia de niños menores de 6 años: Total","2025","38","46"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Padre solo","Presencia de niños menores de 6 años: Si","2025","35.8","42.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Padre solo","Presencia de niños menores de 6 años: No","2025","38.3","46.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Familia extendida","Presencia de niños menores de 6 años: Total","2025","38.2","45.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Familia extendida","Presencia de niños menores de 6 años: Si","2025","37.2","45.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Familia extendida","Presencia de niños menores de 6 años: No","2025","38.8","44.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Número de niños menores de 6 años: Total","2025","36.8","45.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Número de niños menores de 6 años: 0","2025","37.2","45.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Número de niños menores de 6 años: 1","2025","35.6","45.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Número de niños menores de 6 años: 2","2025","34.5","45.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Número de niños menores de 6 años: 3+","2025","35.1","46"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Una persona","Número de niños menores de 6 años: Total","2025","38.6","44"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Una persona","Número de niños menores de 6 años: 0","2025","38.6","44"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja sin hijos","Número de niños menores de 6 años: Total","2025","37.4","43.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja sin hijos","Número de niños menores de 6 años: 0","2025","37.4","43.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja con hijos","Número de niños menores de 6 años: Total","2025","34.4","45.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja con hijos","Número de niños menores de 6 años: 0","2025","34.9","45.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja con hijos","Número de niños menores de 6 años: 1","2025","33.1","45.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja con hijos","Número de niños menores de 6 años: 2","2025","29.4","45.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Pareja con hijos","Número de niños menores de 6 años: 3+","2025","31.1","44.6"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Padre solo","Número de niños menores de 6 años: Total","2025","38","46"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Padre solo","Número de niños menores de 6 años: 0","2025","38.3","46.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Padre solo","Número de niños menores de 6 años: 1","2025","36.5","43.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Padre solo","Número de niños menores de 6 años: 2","2025","29.7","35.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Padre solo","Número de niños menores de 6 años: 3+","2025","33.8",
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Familia extendida","Número de niños menores de 6 años: Total","2025","38.2","45.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Familia extendida","Número de niños menores de 6 años: 0","2025","38.8","44.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Familia extendida","Número de niños menores de 6 años: 1","2025","37.2","45.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Familia extendida","Número de niños menores de 6 años: 2","2025","37.5","45.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Familia extendida","Número de niños menores de 6 años: 3+","2025","36","47"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Presencia de niños menores de 6 años: Total","2024","36.2","41.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Presencia de niños menores de 6 años: Si","2024","33.6","41.9"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Presencia de niños menores de 6 años: No","2024","37.4","41.4"
"Panamá","EFT - Encuesta de Mercado Laboral","Una persona","Presencia de niños menores de 6 años: Total","2024","40.2","40.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Una persona","Presencia de niños menores de 6 años: No","2024","40.2","40.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","37.9","40.6"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","37.9","40.6"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","35.9","42.8"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","33","42.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","36.9","43"
"Panamá","EFT - Encuesta de Mercado Laboral","Padre solo","Presencia de niños menores de 6 años: Total","2024","34.8","41.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Padre solo","Presencia de niños menores de 6 años: Si","2024","32.1","42.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Padre solo","Presencia de niños menores de 6 años: No","2024","35.4","41"
"Panamá","EFT - Encuesta de Mercado Laboral","Familia extendida","Presencia de niños menores de 6 años: Total","2024","36.3","40.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Familia extendida","Presencia de niños menores de 6 años: Si","2024","34.1","41.4"
"Panamá","EFT - Encuesta de Mercado Laboral","Familia extendida","Presencia de niños menores de 6 años: No","2024","38.2","39.9"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Número de niños menores de 6 años: Total","2024","36.2","41.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Número de niños menores de 6 años: 0","2024","37.4","41.4"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Número de niños menores de 6 años: 1","2024","35.2","42.4"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Número de niños menores de 6 años: 2","2024","31.2","41.8"
