"Área de referencia","Fuente","Tipo de hogar","Presencia de niños menores de 6 años","Año","Mujeres","Hombres"
"Chile","EFT - Encuesta Nacional de Empleo","Familia extendida","Presencia de niños menores de 6 años: Total","2024","35.5","40.7"
"Chile","EFT - Encuesta Nacional de Empleo","Familia extendida","Presencia de niños menores de 6 años: Si","2024","33.6","42"
"Chile","EFT - Encuesta Nacional de Empleo","Familia extendida","Presencia de niños menores de 6 años: No","2024","36.3","40.4"
"Chile","EFT - Encuesta Nacional de Empleo","Total","Número de niños menores de 6 años: Total","2024","34.5","41"
"Chile","EFT - Encuesta Nacional de Empleo","Total","Número de niños menores de 6 años: 0","2024","35.5","40.7"
"Chile","EFT - Encuesta Nacional de Empleo","Total","Número de niños menores de 6 años: 1","2024","31.4","41.8"
"Chile","EFT - Encuesta Nacional de Empleo","Total","Número de niños menores de 6 años: 2","2024","30.4","42.9"
"Chile","EFT - Encuesta Nacional de Empleo","Total","Número de niños menores de 6 años: 3+","2024","25.2","46.7"
"Chile","EFT - Encuesta Nacional de Empleo","Una persona","Número de niños menores de 6 años: Total","2024","37.1","40.2"
"Chile","EFT - Encuesta Nacional de Empleo","Una persona","Número de niños menores de 6 años: 0","2024","37.1","40.2"
"Chile","EFT - Encuesta Nacional de Empleo","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","36.5","40.4"
"Chile","EFT - Encuesta Nacional de Empleo","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","36.5","40.4"
"Chile","EFT - Encuesta Nacional de Empleo","Pareja con hijos","Número de niños menores de 6 años: Total","2024","33.4","41.6"
"Chile","EFT - Encuesta Nacional de Empleo","Pareja con hijos","Número de niños menores de 6 años: 0","2024","35","41.4"
"Chile","EFT - Encuesta Nacional de Empleo","Pareja con hijos","Número de niños menores de 6 años: 1","2024","30.4","41.8"
"Chile","EFT - Encuesta Nacional de Empleo","Pareja con hijos","Número de niños menores de 6 años: 2","2024","29.3","42.8"
"Chile","EFT - Encuesta Nacional de Empleo","Pareja con hijos","Número de niños menores de 6 años: 3+","2024","21.7","42.9"
"Chile","EFT - Encuesta Nacional de Empleo","Padre solo","Número de niños menores de 6 años: Total","2024","32.9","41.8"
"Chile","EFT - Encuesta Nacional de Empleo","Padre solo","Número de niños menores de 6 años: 0","2024","33.7","41.1"
"Chile","EFT - Encuesta Nacional de Empleo","Padre solo","Número de niños menores de 6 años: 1","2024","29.3","49.4"
"Chile","EFT - Encuesta Nacional de Empleo","Padre solo","Número de niños menores de 6 años: 2","2024","24.9",
"Chile","EFT - Encuesta Nacional de Empleo","Padre solo","Número de niños menores de 6 años: 3+","2024","14.3",
"Chile","EFT - Encuesta Nacional de Empleo","Familia extendida","Número de niños menores de 6 años: Total","2024","35.5","40.7"
"Chile","EFT - Encuesta Nacional de Empleo","Familia extendida","Número de niños menores de 6 años: 0","2024","36.3","40.4"
"Chile","EFT - Encuesta Nacional de Empleo","Familia extendida","Número de niños menores de 6 años: 1","2024","33.7","41.7"
"Chile","EFT - Encuesta Nacional de Empleo","Familia extendida","Número de niños menores de 6 años: 2","2024","33.4","43.1"
"Chile","EFT - Encuesta Nacional de Empleo","Familia extendida","Número de niños menores de 6 años: 3+","2024","29.4","51.3"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Total","Presencia de niños menores de 6 años: Total","2024","40.1","46.6"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Total","Presencia de niños menores de 6 años: Si","2024","38.2","47"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Total","Presencia de niños menores de 6 años: No","2024","40.7","46.5"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Una persona","Presencia de niños menores de 6 años: Total","2024","42.3","46.3"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Una persona","Presencia de niños menores de 6 años: No","2024","42.3","46.3"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","40.9","46.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","40.9","46.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","38.8","47.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","37.2","47.3"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","39.5","47.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Padre solo","Presencia de niños menores de 6 años: Total","2024","40.5","46.1"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Padre solo","Presencia de niños menores de 6 años: Si","2024","38.4","45.6"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Padre solo","Presencia de niños menores de 6 años: No","2024","41.1","46.1"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Familia extendida","Presencia de niños menores de 6 años: Total","2024","40.6","45.9"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Familia extendida","Presencia de niños menores de 6 años: Si","2024","39.1","46.4"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Familia extendida","Presencia de niños menores de 6 años: No","2024","41.4","45.7"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Total","Número de niños menores de 6 años: Total","2024","40.1","46.6"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Total","Número de niños menores de 6 años: 0","2024","40.7","46.5"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Total","Número de niños menores de 6 años: 1","2024","38.4","46.9"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Total","Número de niños menores de 6 años: 2","2024","36.5","47.5"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Total","Número de niños menores de 6 años: 3+","2024","34.5","46.3"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Una persona","Número de niños menores de 6 años: Total","2024","42.3","46.3"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Una persona","Número de niños menores de 6 años: 0","2024","42.3","46.3"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","40.9","46.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","40.9","46.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja con hijos","Número de niños menores de 6 años: Total","2024","38.8","47.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja con hijos","Número de niños menores de 6 años: 0","2024","39.5","47.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja con hijos","Número de niños menores de 6 años: 1","2024","37.5","47.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja con hijos","Número de niños menores de 6 años: 2","2024","33.7","47.5"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Pareja con hijos","Número de niños menores de 6 años: 3+","2024","33.1","46.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Padre solo","Número de niños menores de 6 años: Total","2024","40.5","46.1"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Padre solo","Número de niños menores de 6 años: 0","2024","41.1","46.1"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Padre solo","Número de niños menores de 6 años: 1","2024","38.7","44"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Padre solo","Número de niños menores de 6 años: 2","2024","35.7","63"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Padre solo","Número de niños menores de 6 años: 3+","2024","24.7","0"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Familia extendida","Número de niños menores de 6 años: Total","2024","40.6","45.9"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Familia extendida","Número de niños menores de 6 años: 0","2024","41.4","45.7"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Familia extendida","Número de niños menores de 6 años: 1","2024","39.2","46.2"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Familia extendida","Número de niños menores de 6 años: 2","2024","38.7","47.4"
"Colombia","EFT - Gran Encuesta Integrada de Hogares","Familia extendida","Número de niños menores de 6 años: 3+","2024","36.1","46.5"
"Costa Rica","EFT - Encuesta Continua de Empleo","Total","Presencia de niños menores de 6 años: Total","2024","37.9","46.1"
"Costa Rica","EFT - Encuesta Continua de Empleo","Total","Presencia de niños menores de 6 años: Si","2024","36.5","47.5"
"Costa Rica","EFT - Encuesta Continua de Empleo","Total","Presencia de niños menores de 6 años: No","2024","38.3","45.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Una persona","Presencia de niños menores de 6 años: Total","2024","36.1","45.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Una persona","Presencia de niños menores de 6 años: No","2024","36.1","45.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","39.3","46"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","39.3","46"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","37.5","46.5"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","37.9","47.8"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","37.4","45.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Padre solo","Presencia de niños menores de 6 años: Total","2024","36.1","44.4"
"Costa Rica","EFT - Encuesta Continua de Empleo","Padre solo","Presencia de niños menores de 6 años: Si","2024","29.6","42.3"
"Costa Rica","EFT - Encuesta Continua de Empleo","Padre solo","Presencia de niños menores de 6 años: No","2024","37.5","44.6"
"Costa Rica","EFT - Encuesta Continua de Empleo","Familia extendida","Presencia de niños menores de 6 años: Total","2024","39.3","45.8"
"Costa Rica","EFT - Encuesta Continua de Empleo","Familia extendida","Presencia de niños menores de 6 años: Si","2024","37.5","46.9"
"Costa Rica","EFT - Encuesta Continua de Empleo","Familia extendida","Presencia de niños menores de 6 años: No","2024","40.1","45.4"
"Costa Rica","EFT - Encuesta Continua de Empleo","Total","Número de niños menores de 6 años: Total","2024","37.9","46.1"
"Costa Rica","EFT - Encuesta Continua de Empleo","Total","Número de niños menores de 6 años: 0","2024","38.3","45.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Total","Número de niños menores de 6 años: 1","2024","36.9","47.8"
"Costa Rica","EFT - Encuesta Continua de Empleo","Total","Número de niños menores de 6 años: 2","2024","32.7","45.8"
"Costa Rica","EFT - Encuesta Continua de Empleo","Total","Número de niños menores de 6 años: 3+","2024","30.2","47.9"
"Costa Rica","EFT - Encuesta Continua de Empleo","Una persona","Número de niños menores de 6 años: Total","2024","36.1","45.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Una persona","Número de niños menores de 6 años: 0","2024","36.1","45.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","39.3","46"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","39.3","46"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja con hijos","Número de niños menores de 6 años: Total","2024","37.5","46.5"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja con hijos","Número de niños menores de 6 años: 0","2024","37.4","45.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja con hijos","Número de niños menores de 6 años: 1","2024","38.2","47.7"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja con hijos","Número de niños menores de 6 años: 2","2024","35.1","47.9"
"Costa Rica","EFT - Encuesta Continua de Empleo","Pareja con hijos","Número de niños menores de 6 años: 3+","2024","26.9","53.2"
"Costa Rica","EFT - Encuesta Continua de Empleo","Padre solo","Número de niños menores de 6 años: Total","2024","36.1","44.4"
"Costa Rica","EFT - Encuesta Continua de Empleo","Padre solo","Número de niños menores de 6 años: 0","2024","37.5","44.6"
"Costa Rica","EFT - Encuesta Continua de Empleo","Padre solo","Número de niños menores de 6 años: 1","2024","29.9","42.3"
"Costa Rica","EFT - Encuesta Continua de Empleo","Padre solo","Número de niños menores de 6 años: 2","2024","25.8","0"
"Costa Rica","EFT - Encuesta Continua de Empleo","Familia extendida","Número de niños menores de 6 años: Total","2024","39.3","45.8"
"Costa Rica","EFT - Encuesta Continua de Empleo","Familia extendida","Número de niños menores de 6 años: 0","2024","40.1","45.4"
"Costa Rica","EFT - Encuesta Continua de Empleo","Familia extendida","Número de niños menores de 6 años: 1","2024","38.2","48.1"
"Costa Rica","EFT - Encuesta Continua de Empleo","Familia extendida","Número de niños menores de 6 años: 2","2024","31.5","39.1"
"Costa Rica","EFT - Encuesta Continua de Empleo","Familia extendida","Número de niños menores de 6 años: 3+","2024","31.5","43.5"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: Total","2024","37.8","44"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: Si","2024","37.5","44.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: No","2024","37.9","43.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Una persona","Presencia de niños menores de 6 años: Total","2024","38.1","43.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Una persona","Presencia de niños menores de 6 años: No","2024","38.1","43.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","36.7","44.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","36.7","44.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","37.4","44.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","36.8","44.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","37.9","44.5"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: Total","2024","38.2","43.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: Si","2024","38.8","40"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Padre solo","Presencia de niños menores de 6 años: No","2024","37.9","44.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: Total","2024","38.1","42.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: Si","2024","38","45.1"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: No","2024","38.2","41.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Total","Número de niños menores de 6 años: Total","2024","37.8","44"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Total","Número de niños menores de 6 años: 0","2024","37.9","43.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Total","Número de niños menores de 6 años: 1","2024","37.3","44.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Total","Número de niños menores de 6 años: 2","2024","39","45.2"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Total","Número de niños menores de 6 años: 3+","2024","32","42.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Una persona","Número de niños menores de 6 años: Total","2024","38.1","43.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Una persona","Número de niños menores de 6 años: 0","2024","38.1","43.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","36.7","44.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","36.7","44.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: Total","2024","37.4","44.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 0","2024","37.9","44.5"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 1","2024","37.1","44.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 2","2024","36.3","44.4"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 3+","2024","28.3","41.1"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: Total","2024","38.2","43.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 0","2024","37.9","44.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 1","2024","38","38.2"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 2","2024","45.7","55.1"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Padre solo","Número de niños menores de 6 años: 3+","2024",,
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: Total","2024","38.1","42.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 0","2024","38.2","41.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 1","2024","37.3","44.3"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 2","2024","41.1","48"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 3+","2024","34.5","46.8"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","Presencia de niños menores de 6 años: Total","2024","31.4","38"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","Presencia de niños menores de 6 años: Si","2024","29.8","37.8"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","Presencia de niños menores de 6 años: No","2024","32.3","38.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Una persona","Presencia de niños menores de 6 años: Total","2024","32.9","38.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Una persona","Presencia de niños menores de 6 años: No","2024","32.9","38.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","32.1","37.9"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","32.1","37.9"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","31.2","38.4"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","29.6","37.8"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","32.1","38.8"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Padre solo","Presencia de niños menores de 6 años: Total","2024","31.2","35.6"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Padre solo","Presencia de niños menores de 6 años: Si","2024","28.3","28"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Padre solo","Presencia de niños menores de 6 años: No","2024","32.2","36.2"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Familia extendida","Presencia de niños menores de 6 años: Total","2024","31.4","37.5"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Familia extendida","Presencia de niños menores de 6 años: Si","2024","30.3","37.8"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Familia extendida","Presencia de niños menores de 6 años: No","2024","32.4","37.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","Número de niños menores de 6 años: Total","2024","31.4","38"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","Número de niños menores de 6 años: 0","2024","32.3","38.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","Número de niños menores de 6 años: 1","2024","30.8","38.6"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","Número de niños menores de 6 años: 2","2024","26.8","35.2"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","Número de niños menores de 6 años: 3+","2024","27.3","36.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Una persona","Número de niños menores de 6 años: Total","2024","32.9","38.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Una persona","Número de niños menores de 6 años: 0","2024","32.9","38.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","32.1","37.9"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","32.1","37.9"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja con hijos","Número de niños menores de 6 años: Total","2024","31.2","38.4"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja con hijos","Número de niños menores de 6 años: 0","2024","32.1","38.8"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja con hijos","Número de niños menores de 6 años: 1","2024","31.2","38.7"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja con hijos","Número de niños menores de 6 años: 2","2024","25","34.6"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Pareja con hijos","Número de niños menores de 6 años: 3+","2024","21.5","34.6"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Padre solo","Número de niños menores de 6 años: Total","2024","31.2","35.6"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Padre solo","Número de niños menores de 6 años: 0","2024","32.2","36.2"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Padre solo","Número de niños menores de 6 años: 1","2024","29","27.7"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Padre solo","Número de niños menores de 6 años: 2","2024","24.8",
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Padre solo","Número de niños menores de 6 años: 3+","2024",,
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Familia extendida","Número de niños menores de 6 años: Total","2024","31.4","37.5"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Familia extendida","Número de niños menores de 6 años: 0","2024","32.4","37.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Familia extendida","Número de niños menores de 6 años: 1","2024","31.1","38.5"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Familia extendida","Número de niños menores de 6 años: 2","2024","28.4","35.7"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Familia extendida","Número de niños menores de 6 años: 3+","2024","28.2","36.4"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: Total","2020","35.9","42.9"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: Si","2020",,"43.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","Presencia de niños menores de 6 años: No","2020",,"42.5"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Presencia de niños menores de 6 años: Total","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Presencia de niños menores de 6 años: No","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: Total","2020","35.6","45.6"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: Si","2020",,"43.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Presencia de niños menores de 6 años: No","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: Total","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Presencia de niños menores de 6 años: No","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: Total","2020","35.9","42.9"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 0","2020",,"42.5"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 1","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 2","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","Número de niños menores de 6 años: 3+","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Número de niños menores de 6 años: Total","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Una persona","Número de niños menores de 6 años: 0","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: Total","2020","35.6","45.6"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 0","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 1","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 2","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Pareja con hijos","Número de niños menores de 6 años: 3+","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: Total","2020",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Familia extendida","Número de niños menores de 6 años: 0","2020",,
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Presencia de niños menores de 6 años: Total","2024","37.6","51"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Presencia de niños menores de 6 años: Si","2024","37.1","51.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Presencia de niños menores de 6 años: No","2024","38","50.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Una persona","Presencia de niños menores de 6 años: Total","2024","37","48.3"
