"Área de referencia","Fuente","Actividad económica","Año","Mujeres","Hombres"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2025","4.7","15.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","F. Construcción","2025","11.5","418"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2025","415.4","621.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","H. Transporte y almacenamiento","2025","21","286.6"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","I. Actividades de alojamiento y de servicio de comidas","2025","265.7","173.2"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","J. Información y comunicaciones","2025","17.3","45.5"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","K. Actividades financieras y de seguros","2025","63.5","62"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","L. Actividades inmobiliarias","2025","6.2","14.7"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2025","43.5","58.8"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2025","42","97.8"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2025","120.9","185.1"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","P. Enseñanza","2025","235.3","90.8"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","Q. Actividades de atención de la salud humana y de asistencia social","2025","164.7","54.4"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","R. Actividades artísticas, de entretenimiento y recreativas","2025","140","34.1"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","S. Otras actividades de servicios","2025","196.4","112.9"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2025","239.7","18.3"
"República Dominicana","EFT - Encuesta Nacional Continua de Fuerza de Trabajo","U. Actividades de organizaciones y órganos extraterritoriales","2025","1.6","1.4"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Total","2025","3414.5","4915.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","A. Agricultura; ganadería; silvicultura y pesca","2025","991.8","1701.5"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","B. Explotación de minas y canteras","2025","5","35.9"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","C. Industrias manufactureras","2025","304.5","517"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2025","3.6","13.2"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2025","5.8","29.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","F. Construcción","2025","13.7","501.7"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2025","670.1","676.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","H. Transporte y almacenamiento","2025","46.1","432.9"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","I. Actividades de alojamiento y de servicio de comidas","2025","356.1","183.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","J. Información y comunicaciones","2025","21.6","49.6"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","K. Actividades financieras y de seguros","2025","32.3","26.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","L. Actividades inmobiliarias","2025","6.7","18.2"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","M. Actividades profesionales, científicas y técnicas","2025","72","88.6"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","N. Actividades de servicios administrativos y de apoyo","2025","136.5","154.9"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2025","83.6","169.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","P. Enseñanza","2025","195.7","110.1"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","Q. Actividades de atención de la salud humana y de asistencia social","2025","134.6","58.3"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","R. Actividades artísticas, de entretenimiento y recreativas","2025","16.2","34.4"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","S. Otras actividades de servicios","2025","124.6","101"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2025","192.8","13.4"
"Ecuador","EFT - Encuesta Nacional de Empleo, Desempleo y Subempleo","U. Actividades de organizaciones y órganos extraterritoriales","2025","1","0.7"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Total","2023","23.1","29.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","A. Agricultura; ganadería; silvicultura y pesca","2023","0.5","3.3"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","B. Explotación de minas y canteras","2023",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","C. Industrias manufactureras","2023","0.6","1.5"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2023",,"0.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2023",,"0.3"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","F. Construcción","2023","0.2","4.3"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2023","2.8","3.3"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","H. Transporte y almacenamiento","2023","0.4","1.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","I. Actividades de alojamiento y de servicio de comidas","2023","1.7","1.5"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","J. Información y comunicaciones","2023","0.2","0.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","K. Actividades financieras y de seguros","2023","0.4","0.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","L. Actividades inmobiliarias","2023",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2023","0.3","0.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2023","1","1.3"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2023","1.1","1.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","P. Enseñanza","2023","2.3","0.8"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Q. Actividades de atención de la salud humana y de asistencia social","2023","1.6","0.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","R. Actividades artísticas, de entretenimiento y recreativas","2023","0.4","0.4"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","S. Otras actividades de servicios","2023","0.5","0.5"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2023","0.9","0.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","U. Actividades de organizaciones y órganos extraterritoriales","2023","8","8.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","2024","3273.3","4309.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","A. Agricultura; ganadería; silvicultura y pesca","2024","325.6","1230.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","B. Explotación de minas y canteras","2024",,"13.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","C. Industrias manufactureras","2024","645.1","510.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","2.6","6.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","4.4","18.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","F. Construcción","2024","14.9","613.5"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","799","719.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","H. Transporte y almacenamiento","2024","25.5","247"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","I. Actividades de alojamiento y de servicio de comidas","2024","352.3","98.1"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","J. Información y comunicaciones","2024","12.4","25"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","K. Actividades financieras y de seguros","2024","39.8","43.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","L. Actividades inmobiliarias","2024","8.5","17.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","M. Actividades profesionales, científicas y técnicas","2024","37.5","54"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","N. Actividades de servicios administrativos y de apoyo","2024","75.4","121.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","100.4","174.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","P. Enseñanza","2024","170.5","79.9"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Q. Actividades de atención de la salud humana y de asistencia social","2024","123","40.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","R. Actividades artísticas, de entretenimiento y recreativas","2024","13.8","26.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","S. Otras actividades de servicios","2024","106.7","68.1"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","414.2","199.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","U. Actividades de organizaciones y órganos extraterritoriales","2024",,
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","2019","99.5","146.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","A. Agricultura; ganadería; silvicultura y pesca","2019","7.1","29.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","B. Explotación de minas y canteras","2019","1","8.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","C. Industrias manufactureras","2019","7.8","17.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2019","0.4","1.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2019","0.9","1.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","F. Construcción","2019","0.8","18"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2019","18.2","17.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","H. Transporte y almacenamiento","2019","2.4","14.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","I. Actividades de alojamiento y de servicio de comidas","2019","9.5","3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","J. Información y comunicaciones","2019","0.8","1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","K. Actividades financieras y de seguros","2019","1.9","1.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","L. Actividades inmobiliarias","2019","0.1","0.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2019","1.3","1.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2019","5.9","7"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2019","17.6","11.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","P. Enseñanza","2019","9.7","2.3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Q. Actividades de atención de la salud humana y de asistencia social","2019","2.5","0.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","R. Actividades artísticas, de entretenimiento y recreativas","2019","0.6","0.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","S. Otras actividades de servicios","2019","3.7","2.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2019","4.1","2.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","U. Actividades de organizaciones y órganos extraterritoriales","2019","0.1",
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","X. No clasificados en otra parte","2019","3","2.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","2025","1612.5","2462.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","A. Agricultura; ganadería; silvicultura y pesca","2025","93.7","798.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","B. Explotación de minas y canteras","2025",,"7.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","C. Industrias manufactureras","2025","271.3","277.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","D. Suministro de electricidad, gas; vapor y aire acondicionado","2025","3.6","11"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2025","3.4","13.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","F. Construcción","2025","5.2","374.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2025","513.2","431.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","H. Transporte y almacenamiento","2025","7.2","135.1"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","I. Actividades de alojamiento y de servicio de comidas","2025","162.1","50.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","J. Información y comunicaciones","2025","11.7","19.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","K. Actividades financieras y de seguros","2025","17.5","21.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","L. Actividades inmobiliarias","2025",,"1.1"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","M. Actividades profesionales, científicas y técnicas","2025","24.5","30.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","N. Actividades de servicios administrativos y de apoyo","2025","34.6","60.1"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2025","37.5","48.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","P. Enseñanza","2025","108.8","50.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Q. Actividades de atención de la salud humana y de asistencia social","2025","71.9","30.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","R. Actividades artísticas, de entretenimiento y recreativas","2025","6.6","8.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","S. Otras actividades de servicios","2025","96.9","60.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2025","128.3","8.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","U. Actividades de organizaciones y órganos extraterritoriales","2025","13.5","22.6"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","Total","2023","605.4","710.1"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","A. Agricultura; ganadería; silvicultura y pesca","2023","47.3","135.6"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","B. Explotación de minas y canteras","2023","19.4","23"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","C. Industrias manufactureras","2023","7.8","37.8"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2023","3.1","106.2"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2023","3.8","34.6"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","F. Construcción","2023","5.2","6.5"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2023","22.2","20.4"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","H. Transporte y almacenamiento","2023","18.1","12.7"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","I. Actividades de alojamiento y de servicio de comidas","2023","5.8","3.9"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","J. Información y comunicaciones","2023","4.4","5.3"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","L. Actividades inmobiliarias","2023",,"0.5"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2023","55.7","15.1"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2023","7.9","6.8"
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","P. Enseñanza","2023","0.3",
"Jamaica","EFT - Encuesta de la Fuerza de Trabajo","X. No clasificados en otra parte","2023","404.4","301.8"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Total","2024","44.6","52.8"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","A. Agricultura; ganadería; silvicultura y pesca","2024","1.3","6.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","B. Explotación de minas y canteras","2024",,
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","C. Industrias manufactureras","2024","2","2.8"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","0.3","0.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","0.1","0.7"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","F. Construcción","2024","0.3","9.2"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","9.5","6.7"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","H. Transporte y almacenamiento","2024","0.9","4.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","I. Actividades de alojamiento y de servicio de comidas","2024","7.3","7.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","J. Información y comunicaciones","2024","0.5","0.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","K. Actividades financieras y de seguros","2024","1.3","0.6"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","L. Actividades inmobiliarias","2024","0.2","0.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","M. Actividades profesionales, científicas y técnicas","2024","0.8","0.7"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","N. Actividades de servicios administrativos y de apoyo","2024","4.2","4.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","4.4","3.9"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","P. Enseñanza","2024","3.9","1.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","Q. Actividades de atención de la salud humana y de asistencia social","2024","3.2","1.1"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","R. Actividades artísticas, de entretenimiento y recreativas","2024","0.3","0.4"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","S. Otras actividades de servicios","2024","1.1","1.3"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","2.4","0.5"
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","U. Actividades de organizaciones y órganos extraterritoriales","2024","0.2",
"Santa Lucía","EFT - Encuesta de la Fuerza de Trabajo","X. No clasificados en otra parte","2024","0.6","0.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","2024","24714.9","35621.6"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","A. Agricultura; ganadería; silvicultura y pesca","2024","1101","5670.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","B. Explotación de minas y canteras","2024","133.2","284.7"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","C. Industrias manufactureras","2024","3694.1","6024.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","43.1","128.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","64.1","238.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","F. Construcción","2024","189.8","3619.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","5939.7","5802.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","H. Transporte y almacenamiento","2024","296.3","2476.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","I. Actividades de alojamiento y de servicio de comidas","2024","2582.6","1736.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","J. Información y comunicaciones","2024","204.1","366.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","K. Actividades financieras y de seguros","2024","407.8","411.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","L. Actividades inmobiliarias","2024","124","134.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","M. Actividades profesionales, científicas y técnicas","2024","682.1","2035.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","N. Actividades de servicios administrativos y de apoyo","2024","899.1","1309"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","971.3","1309.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","P. Enseñanza","2024","1834.3","1071.7"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Q. Actividades de atención de la salud humana y de asistencia social","2024","1363","659.6"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","R. Actividades artísticas, de entretenimiento y recreativas","2024","148.2","356.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","S. Otras actividades de servicios","2024","956.5","679.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","2188.7","219.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","U. Actividades de organizaciones y órganos extraterritoriales","2024","2.6","2.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","X. No clasificados en otra parte","2024","889.5","1084.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","2024","800.6","1122.9"
"Panamá","EFT - Encuesta de Mercado Laboral","A. Agricultura; ganadería; silvicultura y pesca","2024","79.4","235.1"
"Panamá","EFT - Encuesta de Mercado Laboral","B. Explotación de minas y canteras","2024","0.4","3.2"
"Panamá","EFT - Encuesta de Mercado Laboral","C. Industrias manufactureras","2024","72.2","80.4"
"Panamá","EFT - Encuesta de Mercado Laboral","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","1.4","6"
"Panamá","EFT - Encuesta de Mercado Laboral","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","4","10.6"
"Panamá","EFT - Encuesta de Mercado Laboral","F. Construcción","2024","6.2","143.1"
"Panamá","EFT - Encuesta de Mercado Laboral","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","150.8","173.2"
"Panamá","EFT - Encuesta de Mercado Laboral","H. Transporte y almacenamiento","2024","20.3","118.6"
"Panamá","EFT - Encuesta de Mercado Laboral","I. Actividades de alojamiento y de servicio de comidas","2024","72.6","48"
"Panamá","EFT - Encuesta de Mercado Laboral","J. Información y comunicaciones","2024","5.4","10.1"
"Panamá","EFT - Encuesta de Mercado Laboral","K. Actividades financieras y de seguros","2024","23.7","16"
"Panamá","EFT - Encuesta de Mercado Laboral","L. Actividades inmobiliarias","2024","5.9","7.2"
"Panamá","EFT - Encuesta de Mercado Laboral","M. Actividades profesionales, científicas y técnicas","2024","21.2","23.8"
"Panamá","EFT - Encuesta de Mercado Laboral","N. Actividades de servicios administrativos y de apoyo","2024","18.7","60.8"
"Panamá","EFT - Encuesta de Mercado Laboral","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","55.5","67.2"
"Panamá","EFT - Encuesta de Mercado Laboral","P. Enseñanza","2024","77.6","38.2"
"Panamá","EFT - Encuesta de Mercado Laboral","Q. Actividades de atención de la salud humana y de asistencia social","2024","64.1","21.8"
"Panamá","EFT - Encuesta de Mercado Laboral","R. Actividades artísticas, de entretenimiento y recreativas","2024","9.9","12.9"
"Panamá","EFT - Encuesta de Mercado Laboral","S. Otras actividades de servicios","2024","34.8","33.9"
"Panamá","EFT - Encuesta de Mercado Laboral","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","76.4","12"
"Panamá","EFT - Encuesta de Mercado Laboral","U. Actividades de organizaciones y órganos extraterritoriales","2024",,
"Panamá","EFT - Encuesta de Mercado Laboral","X. No clasificados en otra parte","2024",,
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Total","2025","8014.3","9821.8"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","A. Agricultura; ganadería; silvicultura y pesca","2025","1766","2449"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","B. Explotación de minas y canteras","2025","17.6","162.1"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","C. Industrias manufactureras","2025","629","901.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","D. Suministro de electricidad, gas; vapor y aire acondicionado","2025","6.4","17.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2025","32.4","60.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","F. Construcción","2025","68.8","1101.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2025","2006.6","1371.5"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","H. Transporte y almacenamiento","2025","109.7","1283.4"
